Date,Historical Adj Close,Volume,Daily New Cases,ROE,ROA,PM,EPS,Adj Close
2013-09--17 00:00:00,21.75075,16575689,0,2.956,1.6602,16.5073,0.49,21.992294
2013-09--18 00:00:00,21.666214,24579958,0,2.956,1.6602,16.5073,0.49,22.012423
2013-09--19 00:00:00,21.597778,24516518,0,2.956,1.6602,16.5073,0.49,21.919828
2013-09--20 00:00:00,21.992294,14995649,0,2.956,1.6602,16.5073,0.49,22.121117
2013-09--23 00:00:00,22.012423,27261036,0,2.956,1.6602,16.5073,0.49,22.044628
2013-09--24 00:00:00,21.919828,17202715,0,2.956,1.6602,16.5073,0.49,22.209684
2013-09--25 00:00:00,22.121117,15806815,0,2.956,1.6602,16.5073,0.49,21.823217
2013-09--26 00:00:00,22.044628,17829979,0,2.956,1.6602,16.5073,0.49,22.801458
2013-09--27 00:00:00,22.209684,33035666,0,2.956,1.6602,16.5073,0.49,22.455248
2013-09--30 00:00:00,21.823217,17177292,0,2.956,1.6602,16.5073,0.49,22.463297
2013-10--01 00:00:00,22.801458,19176934,0,3.0263,1.7196,17.703,0.53,22.531736
2013-10--02 00:00:00,22.455248,13784839,0,3.0263,1.7196,17.703,0.53,22.394865
2013-10--03 00:00:00,22.463297,15023210,0,3.0263,1.7196,17.703,0.53,22.105013
2013-10--04 00:00:00,22.531736,15913973,0,3.0263,1.7196,17.703,0.53,22.374735
2013-10--07 00:00:00,22.394865,13944982,0,3.0263,1.7196,17.703,0.53,21.968142
2013-10--08 00:00:00,22.105013,12643171,0,3.0263,1.7196,17.703,0.53,21.324032
2013-10--09 00:00:00,22.374735,21949963,0,3.0263,1.7196,17.703,0.53,21.066387
2013-10--10 00:00:00,21.968142,21611858,0,3.0263,1.7196,17.703,0.53,21.505186
2013-10--11 00:00:00,21.324032,21029263,0,3.0263,1.7196,17.703,0.53,21.887627
2013-10--14 00:00:00,21.066387,20819462,0,3.0263,1.7196,17.703,0.53,22.048655
2013-10--15 00:00:00,21.505186,14330844,0,3.0263,1.7196,17.703,0.53,21.726599
2013-10--16 00:00:00,21.887627,21176338,0,3.0263,1.7196,17.703,0.53,21.545444
2013-10--17 00:00:00,22.048655,45905746,0,3.0263,1.7196,17.703,0.53,20.683949
2013-10--18 00:00:00,21.726599,81677851,0,3.0263,1.7196,17.703,0.53,21.014051
2013-10--21 00:00:00,21.545444,72750269,0,3.0263,1.7196,17.703,0.53,20.909388
2013-10--22 00:00:00,20.683949,33863702,0,3.0263,1.7196,17.703,0.53,20.865105
2013-10--23 00:00:00,21.014051,26493350,0,3.0263,1.7196,17.703,0.53,20.824848
2013-10--24 00:00:00,20.909388,19861222,0,3.0263,1.7196,17.703,0.53,21.070415
2013-10--25 00:00:00,20.865105,23040547,0,3.0263,1.7196,17.703,0.53,20.788616
2013-10--28 00:00:00,20.824848,37631326,0,3.0263,1.7196,17.703,0.53,20.921465
2013-10--29 00:00:00,21.070415,20295554,0,3.0263,1.7196,17.703,0.53,21.472982
2013-10--30 00:00:00,20.788616,29108138,0,3.0263,1.7196,17.703,0.53,21.227415
2013-10--31 00:00:00,20.921465,20671438,0,3.0263,1.7196,17.703,0.53,21.21936
2013-11--01 00:00:00,21.472982,21496860,0,3.0263,1.7196,17.703,0.53,20.909388
2013-11--04 00:00:00,21.227415,29335759,0,3.0263,1.7196,17.703,0.53,20.679924
2013-11--05 00:00:00,21.21936,20972477,0,3.0263,1.7196,17.703,0.53,20.563177
2013-11--06 00:00:00,20.909388,26945503,0,3.0263,1.7196,17.703,0.53,21.448832
2013-11--07 00:00:00,20.679924,59701277,0,3.0263,1.7196,17.703,0.53,21.163008
2013-11--08 00:00:00,20.563177,22994928,0,3.0263,1.7196,17.703,0.53,21.336105
2013-11--11 00:00:00,21.448832,23288602,0,3.0263,1.7196,17.703,0.53,21.263651
2013-11--12 00:00:00,21.163008,16391786,0,3.0263,1.7196,17.703,0.53,21.267673
2013-11--13 00:00:00,21.336105,25500658,0,3.0263,1.7196,17.703,0.53,21.348185
2013-11--14 00:00:00,21.263651,18187092,0,3.0263,1.7196,17.703,0.53,21.287796
2013-11--15 00:00:00,21.267673,24993382,0,3.0263,1.7196,17.703,0.53,21.175081
2013-11--18 00:00:00,21.348185,25152574,0,3.0263,1.7196,17.703,0.53,20.965742
2013-11--19 00:00:00,21.287796,30303266,0,3.0263,1.7196,17.703,0.53,20.985874
2013-11--20 00:00:00,21.175081,24385601,0,3.0263,1.7196,17.703,0.53,20.285404
2013-11--21 00:00:00,20.965742,81408413,0,3.0263,1.7196,17.703,0.53,20.212942
2013-11--22 00:00:00,20.985874,41840410,0,3.0263,1.7196,17.703,0.53,20.261251
2013-11--25 00:00:00,20.285404,32588503,0,3.0263,1.7196,17.703,0.53,19.741938
2013-11--26 00:00:00,20.212942,82930716,0,3.0263,1.7196,17.703,0.53,19.629219
2013-11--27 00:00:00,20.261251,55663740,0,3.0263,1.7196,17.703,0.53,19.846607
2013-11--29 00:00:00,19.741938,30033115,0,3.0263,1.7196,17.703,0.53,20.337742
2013-12--02 00:00:00,19.629219,22896562,0,3.0263,1.7196,17.703,0.53,20.671871
2013-12--03 00:00:00,19.846607,58951886,0,3.0263,1.7196,17.703,0.53,20.905359
2013-12--04 00:00:00,20.337742,34375730,0,3.0263,1.7196,17.703,0.53,20.567204
2013-12--05 00:00:00,20.671871,36743652,0,3.0263,1.7196,17.703,0.53,20.696028
2013-12--06 00:00:00,20.905359,23590354,0,3.0263,1.7196,17.703,0.53,20.937567
2013-12--09 00:00:00,20.567204,22392374,0,3.0263,1.7196,17.703,0.53,20.808744
2013-12--10 00:00:00,20.696028,18799387,0,3.0263,1.7196,17.703,0.53,20.901335
2013-12--11 00:00:00,20.937567,22690087,0,3.0263,1.7196,17.703,0.53,20.679924
2013-12--12 00:00:00,20.808744,19546164,0,3.0263,1.7196,17.703,0.53,20.679924
2013-12--13 00:00:00,20.901335,19308564,0,3.0263,1.7196,17.703,0.53,20.752386
2013-12--16 00:00:00,20.679924,17398260,0,3.0263,1.7196,17.703,0.53,21.380392
2013-12--17 00:00:00,20.679924,31045529,0,3.0263,1.7196,17.703,0.53,21.167028
2013-12--18 00:00:00,20.752386,36125179,0,3.0263,1.7196,17.703,0.53,21.388445
2013-12--19 00:00:00,21.380392,31386960,0,3.0263,1.7196,17.703,0.53,21.497139
2013-12--20 00:00:00,21.167028,24282482,0,3.0263,1.7196,17.703,0.53,21.972164
2013-12--23 00:00:00,21.388445,40938005,0,3.0263,1.7196,17.703,0.53,22.262012
2013-12--24 00:00:00,21.497139,32086217,0,3.0263,1.7196,17.703,0.53,22.209684
2013-12--26 00:00:00,21.972164,13115520,0,3.0263,1.7196,17.703,0.53,21.762833
2013-12--27 00:00:00,22.262012,24449278,0,3.0263,1.7196,17.703,0.53,21.81114
2013-12--30 00:00:00,22.209684,15736486,0,3.0263,1.7196,17.703,0.53,21.742701
2013-12--31 00:00:00,21.762833,14539219,0,3.0263,1.7196,17.703,0.53,22.088913
2014-01--02 00:00:00,21.81114,15124190,0,5.1,2.9069,18.7638,0.65,21.714523
2014-01--03 00:00:00,21.742701,23698699,0,5.1,2.9069,18.7638,0.65,21.440779
2014-01--06 00:00:00,22.088913,22783939,0,5.1,2.9069,18.7638,0.65,20.844976
2014-01--07 00:00:00,21.714523,42542280,0,5.1,2.9069,18.7638,0.65,21.283777
2014-01--08 00:00:00,21.440779,33442200,0,5.1,2.9069,18.7638,0.65,21.082493
2014-01--09 00:00:00,20.844976,30967596,0,5.1,2.9069,18.7638,0.65,20.96172
2014-01--10 00:00:00,21.283777,25015003,0,5.1,2.9069,18.7638,0.65,20.997952
2014-01--13 00:00:00,21.082493,47645453,0,5.1,2.9069,18.7638,0.65,21.150927
2014-01--14 00:00:00,20.96172,45269690,0,5.1,2.9069,18.7638,0.65,21.320009
2014-01--15 00:00:00,20.997952,30514968,0,5.1,2.9069,18.7638,0.65,21.65414
2014-01--16 00:00:00,21.150927,32937775,0,5.1,2.9069,18.7638,0.65,21.634007
2014-01--17 00:00:00,21.320009,26769679,0,5.1,2.9069,18.7638,0.65,21.416622
2014-01--21 00:00:00,21.65414,53988422,0,5.1,2.9069,18.7638,0.65,21.799059
2014-01--22 00:00:00,21.634007,37900051,0,5.1,2.9069,18.7638,0.65,21.903728
2014-01--23 00:00:00,21.416622,84250346,0,5.1,2.9069,18.7638,0.65,22.117092
2014-01--24 00:00:00,21.799059,147062045,0,5.1,2.9069,18.7638,0.65,21.887627
2014-01--27 00:00:00,21.903728,58213663,0,5.1,2.9069,18.7638,0.65,21.287796
2014-01--28 00:00:00,22.117092,53315302,0,5.1,2.9069,18.7638,0.65,21.400518
2014-01--29 00:00:00,21.887627,30691980,0,5.1,2.9069,18.7638,0.65,21.010029
2014-01--30 00:00:00,21.287796,39362954,0,5.1,2.9069,18.7638,0.65,21.408571
2014-01--31 00:00:00,21.400518,39527611,0,5.1,2.9069,18.7638,0.65,21.416622
2014-02--03 00:00:00,21.010029,29364509,0,5.1,2.9069,18.7638,0.65,21.090542
2014-02--04 00:00:00,21.408571,40047480,0,5.1,2.9069,18.7638,0.65,21.299875
2014-02--05 00:00:00,21.416622,26067334,0,5.1,2.9069,18.7638,0.65,21.545444
2014-02--06 00:00:00,21.090542,39837917,0,5.1,2.9069,18.7638,0.65,21.887627
2014-02--07 00:00:00,21.299875,35941514,0,5.1,2.9069,18.7638,0.65,21.976192
2014-02--10 00:00:00,21.545444,23157446,0,5.1,2.9069,18.7638,0.65,21.65011
2014-02--11 00:00:00,21.887627,22988513,0,5.1,2.9069,18.7638,0.65,21.86347
2014-02--12 00:00:00,21.976192,27745502,0,5.1,2.9069,18.7638,0.65,22.072807
2014-02--13 00:00:00,21.65011,27262462,0,5.1,2.9069,18.7638,0.65,22.109037
2014-02--14 00:00:00,21.86347,27998309,0,5.1,2.9069,18.7638,0.65,22.048655
2014-02--18 00:00:00,22.072807,22983998,0,5.1,2.9069,18.7638,0.65,22.20163
2014-02--19 00:00:00,22.109037,23319965,0,5.1,2.9069,18.7638,0.65,22.036579
2014-02--20 00:00:00,22.048655,22909630,0,5.1,2.9069,18.7638,0.65,22.125143
2014-02--21 00:00:00,22.20163,18963094,0,5.1,2.9069,18.7638,0.65,21.976192
2014-02--24 00:00:00,22.036579,24664781,0,5.1,2.9069,18.7638,0.65,22.664585
2014-02--25 00:00:00,22.125143,45039456,0,5.1,2.9069,18.7638,0.65,22.604198
2014-02--26 00:00:00,21.976192,24228547,0,5.1,2.9069,18.7638,0.65,23.083254
2014-02--27 00:00:00,22.664585,43854070,0,5.1,2.9069,18.7638,0.65,23.485821
2014-02--28 00:00:00,22.604198,51805591,0,5.1,2.9069,18.7638,0.65,23.658926
2014-03--03 00:00:00,23.083254,38877062,0,5.1,2.9069,18.7638,0.65,23.473742
2014-03--04 00:00:00,23.485821,24922814,0,5.1,2.9069,18.7638,0.65,23.775669
2014-03--05 00:00:00,23.658926,23654506,0,5.1,2.9069,18.7638,0.65,23.695154
2014-03--06 00:00:00,23.473742,22712422,0,5.1,2.9069,18.7638,0.65,23.872286
2014-03--07 00:00:00,23.775669,28577815,0,5.1,2.9069,18.7638,0.65,23.775669
2014-03--10 00:00:00,23.695154,21609007,0,5.1,2.9069,18.7638,0.65,23.437511
2014-03--11 00:00:00,23.872286,23187622,0,5.1,2.9069,18.7638,0.65,23.163771
2014-03--12 00:00:00,23.775669,24329052,0,5.1,2.9069,18.7638,0.65,23.340897
2014-03--13 00:00:00,23.437511,21310344,0,5.1,2.9069,18.7638,0.65,22.825613
2014-03--14 00:00:00,23.163771,29256638,0,5.1,2.9069,18.7638,0.65,22.841713
2014-03--17 00:00:00,23.340897,20240431,0,5.1,2.9069,18.7638,0.65,23.115461
2014-03--18 00:00:00,22.825613,20005920,0,5.1,2.9069,18.7638,0.65,23.284536
2014-03--19 00:00:00,22.841713,14870434,0,5.1,2.9069,18.7638,0.65,23.06715
2014-03--20 00:00:00,23.115461,16741534,0,5.1,2.9069,18.7638,0.65,22.994686
2014-03--21 00:00:00,23.284536,17830692,0,5.1,2.9069,18.7638,0.65,22.930281
2014-03--24 00:00:00,23.06715,27914436,0,5.1,2.9069,18.7638,0.65,22.7612
2014-03--25 00:00:00,22.994686,20950618,0,5.1,2.9069,18.7638,0.65,22.676661
2014-03--26 00:00:00,22.930281,19261994,0,5.1,2.9069,18.7638,0.65,22.382786
2014-03--27 00:00:00,22.7612,17995111,0,5.1,2.9069,18.7638,0.65,22.213709
2014-03--28 00:00:00,22.676661,22394513,0,5.1,2.9069,18.7638,0.65,22.217731
2014-03--31 00:00:00,22.382786,21085574,0,5.1,2.9069,18.7638,0.65,22.237864
2014-04--01 00:00:00,22.213709,16863660,0,-11.8619,-5.7368,-54.5753,-1.82,22.559917
2014-04--02 00:00:00,22.217731,18877558,0,-11.8619,-5.7368,-54.5753,-1.82,22.322399
2014-04--03 00:00:00,22.237864,22478861,0,-11.8619,-5.7368,-54.5753,-1.82,21.972164
2014-04--04 00:00:00,22.559917,26900597,0,-11.8619,-5.7368,-54.5753,-1.82,21.738676
2014-04--07 00:00:00,22.322399,37918584,0,-11.8619,-5.7368,-54.5753,-1.82,21.315981
2014-04--08 00:00:00,21.972164,39933907,0,-11.8619,-5.7368,-54.5753,-1.82,22.060732
2014-04--09 00:00:00,21.738676,44693273,0,-11.8619,-5.7368,-54.5753,-1.82,22.499531
2014-04--10 00:00:00,21.315981,25880580,0,-11.8619,-5.7368,-54.5753,-1.82,21.77088
2014-04--11 00:00:00,22.060732,69581873,0,-11.8619,-5.7368,-54.5753,-1.82,21.52129
2014-04--14 00:00:00,22.499531,30253608,0,-11.8619,-5.7368,-54.5753,-1.82,21.730623
2014-04--15 00:00:00,21.77088,28534572,0,-11.8619,-5.7368,-54.5753,-1.82,21.698421
2014-04--16 00:00:00,21.52129,25421299,0,-11.8619,-5.7368,-54.5753,-1.82,22.016445
2014-04--17 00:00:00,21.730623,17212457,0,-11.8619,-5.7368,-54.5753,-1.82,22.129169
2014-04--21 00:00:00,21.698421,17853502,0,-11.8619,-5.7368,-54.5753,-1.82,22.113064
2014-04--22 00:00:00,22.016445,14216321,0,-11.8619,-5.7368,-54.5753,-1.82,22.33045
2014-04--23 00:00:00,22.129169,17725198,0,-11.8619,-5.7368,-54.5753,-1.82,22.117092
2014-04--24 00:00:00,22.113064,15708924,0,-11.8619,-5.7368,-54.5753,-1.82,22.07683
2014-04--25 00:00:00,22.33045,18273816,0,-11.8619,-5.7368,-54.5753,-1.82,21.625957
2014-04--28 00:00:00,22.117092,22901551,0,-11.8619,-5.7368,-54.5753,-1.82,21.593754
2014-04--29 00:00:00,22.07683,23105650,0,-11.8619,-5.7368,-54.5753,-1.82,21.956059
2014-04--30 00:00:00,21.625957,33047309,0,-11.8619,-5.7368,-54.5753,-1.82,20.865105
2014-05--01 00:00:00,21.593754,77257778,0,-11.8619,-5.7368,-54.5753,-1.82,20.808744
2014-05--02 00:00:00,21.956059,30397356,0,-11.8619,-5.7368,-54.5753,-1.82,20.937567
2014-05--05 00:00:00,20.865105,29012386,0,-11.8619,-5.7368,-54.5753,-1.82,20.93354
2014-05--06 00:00:00,20.808744,25890322,0,-11.8619,-5.7368,-54.5753,-1.82,20.510843
2014-05--07 00:00:00,20.937567,34788679,0,-11.8619,-5.7368,-54.5753,-1.82,20.357866
2014-05--08 00:00:00,20.93354,47140078,0,-11.8619,-5.7368,-54.5753,-1.82,20.233072
2014-05--09 00:00:00,20.510843,30990643,0,-11.8619,-5.7368,-54.5753,-1.82,20.345789
2014-05--12 00:00:00,20.357866,33712114,0,-11.8619,-5.7368,-54.5753,-1.82,20.663822
2014-05--13 00:00:00,20.233072,30338431,0,-11.8619,-5.7368,-54.5753,-1.82,20.764463
2014-05--14 00:00:00,20.345789,30034066,0,-11.8619,-5.7368,-54.5753,-1.82,20.792643
2014-05--15 00:00:00,20.663822,26478619,0,-11.8619,-5.7368,-54.5753,-1.82,20.675896
2014-05--16 00:00:00,20.764463,29826403,0,-11.8619,-5.7368,-54.5753,-1.82,20.913414
2014-05--19 00:00:00,20.792643,43925350,0,-11.8619,-5.7368,-54.5753,-1.82,21.066387
2014-05--20 00:00:00,20.675896,19408356,0,-11.8619,-5.7368,-54.5753,-1.82,20.917439
2014-05--21 00:00:00,20.913414,15055524,0,-11.8619,-5.7368,-54.5753,-1.82,20.885233
2014-05--22 00:00:00,21.066387,41386831,0,-11.8619,-5.7368,-54.5753,-1.82,20.732256
2014-05--23 00:00:00,20.917439,30112949,0,-11.8619,-5.7368,-54.5753,-1.82,20.941591
2014-05--27 00:00:00,20.885233,16926149,0,-11.8619,-5.7368,-54.5753,-1.82,20.84095
2014-05--28 00:00:00,20.732256,24552634,0,-11.8619,-5.7368,-54.5753,-1.82,20.285404
2014-05--29 00:00:00,20.941591,44714182,0,-11.8619,-5.7368,-54.5753,-1.82,20.184767
2014-05--30 00:00:00,20.84095,39823661,0,-11.8619,-5.7368,-54.5753,-1.82,20.422279
2014-06--02 00:00:00,20.285404,36648137,0,-11.8619,-5.7368,-54.5753,-1.82,20.325661
2014-06--03 00:00:00,20.184767,18226058,0,-11.8619,-5.7368,-54.5753,-1.82,20.297483
2014-06--04 00:00:00,20.422279,20477081,0,-11.8619,-5.7368,-54.5753,-1.82,20.309561
2014-06--05 00:00:00,20.325661,15731258,0,-11.8619,-5.7368,-54.5753,-1.82,20.361891
2014-06--06 00:00:00,20.297483,28573301,0,-11.8619,-5.7368,-54.5753,-1.82,20.007631
2014-06--09 00:00:00,20.309561,50884891,0,-11.8619,-5.7368,-54.5753,-1.82,19.959326
2014-06--10 00:00:00,20.361891,52664278,0,-11.8619,-5.7368,-54.5753,-1.82,19.423912
2014-06--11 00:00:00,20.007631,85512953,0,-11.8619,-5.7368,-54.5753,-1.82,19.6574
2014-06--12 00:00:00,19.959326,36385351,0,-11.8619,-5.7368,-54.5753,-1.82,19.548708
2014-06--13 00:00:00,19.423912,32305284,0,-11.8619,-5.7368,-54.5753,-1.82,19.741938
2014-06--16 00:00:00,19.6574,21555072,0,-11.8619,-5.7368,-54.5753,-1.82,19.725838
2014-06--17 00:00:00,19.548708,18313733,0,-11.8619,-5.7368,-54.5753,-1.82,19.74999
2014-06--18 00:00:00,19.741938,20513671,0,-11.8619,-5.7368,-54.5753,-1.82,19.991531
2014-06--19 00:00:00,19.725838,21913135,0,-11.8619,-5.7368,-54.5753,-1.82,19.967379
2014-06--20 00:00:00,19.74999,28325959,0,-11.8619,-5.7368,-54.5753,-1.82,19.862711
2014-06--23 00:00:00,19.991531,44126122,0,-11.8619,-5.7368,-54.5753,-1.82,19.882837
2014-06--24 00:00:00,19.967379,22389523,0,-11.8619,-5.7368,-54.5753,-1.82,19.665445
2014-06--25 00:00:00,19.862711,27576806,0,-11.8619,-5.7368,-54.5753,-1.82,19.854654
2014-06--26 00:00:00,19.882837,21245479,0,-11.8619,-5.7368,-54.5753,-1.82,19.915043
2014-06--27 00:00:00,19.665445,19189051,0,-11.8619,-5.7368,-54.5753,-1.82,20.16061
2014-06--30 00:00:00,19.854654,26240782,0,-11.8619,-5.7368,-54.5753,-1.82,20.152559
2014-07--01 00:00:00,19.915043,25195342,0,3.7955,1.7291,16.4758,0.53,20.329687
2014-07--02 00:00:00,20.16061,20921155,0,3.7955,1.7291,16.4758,0.53,20.349813
2014-07--03 00:00:00,20.152559,22204433,0,3.7955,1.7291,16.4758,0.53,20.506821
2014-07--07 00:00:00,20.329687,10958112,0,3.7955,1.7291,16.4758,0.53,20.426304
2014-07--08 00:00:00,20.349813,17153057,0,3.7955,1.7291,16.4758,0.53,20.200867
2014-07--09 00:00:00,20.506821,31059072,0,3.7955,1.7291,16.4758,0.53,20.50279
2014-07--10 00:00:00,20.426304,20019226,0,3.7955,1.7291,16.4758,0.53,20.265278
2014-07--11 00:00:00,20.200867,19784952,0,3.7955,1.7291,16.4758,0.53,20.732256
2014-07--14 00:00:00,20.50279,33009530,0,3.7955,1.7291,16.4758,0.53,20.595381
2014-07--15 00:00:00,20.265278,22340340,0,3.7955,1.7291,16.4758,0.53,20.458509
2014-07--16 00:00:00,20.732256,22408294,0,3.7955,1.7291,16.4758,0.53,20.410204
2014-07--17 00:00:00,20.595381,32719183,0,3.7955,1.7291,16.4758,0.53,20.543055
2014-07--18 00:00:00,20.458509,51575119,0,3.7955,1.7291,16.4758,0.53,20.724211
2014-07--21 00:00:00,20.410204,30766111,0,3.7955,1.7291,16.4758,0.53,20.812771
2014-07--22 00:00:00,20.543055,23575860,0,3.7955,1.7291,16.4758,0.53,20.953667
2014-07--23 00:00:00,20.724211,24766236,0,3.7955,1.7291,16.4758,0.53,21.199236
2014-07--24 00:00:00,20.812771,32981256,0,3.7955,1.7291,16.4758,0.53,21.428701
2014-07--25 00:00:00,20.953667,38628058,0,3.7955,1.7291,16.4758,0.53,21.235468
2014-07--28 00:00:00,21.199236,26731901,0,3.7955,1.7291,16.4758,0.53,21.30793
2014-07--29 00:00:00,21.428701,22340815,0,3.7955,1.7291,16.4758,0.53,21.420654
2014-07--30 00:00:00,21.235468,28548353,0,3.7955,1.7291,16.4758,0.53,21.428701
2014-07--31 00:00:00,21.30793,21626114,0,3.7955,1.7291,16.4758,0.53,21.267673
2014-08--01 00:00:00,21.420654,27357739,0,3.7955,1.7291,16.4758,0.53,21.146902
2014-08--04 00:00:00,21.428701,30517819,0,3.7955,1.7291,16.4758,0.53,21.360262
2014-08--05 00:00:00,21.267673,28510337,0,3.7955,1.7291,16.4758,0.53,21.440779
2014-08--06 00:00:00,21.146902,26129110,0,3.7955,1.7291,16.4758,0.53,21.52129
2014-08--07 00:00:00,21.360262,24258485,0,3.7955,1.7291,16.4758,0.53,21.561546
2014-08--08 00:00:00,21.440779,23877850,0,3.7955,1.7291,16.4758,0.53,21.774912
2014-08--11 00:00:00,21.52129,24536477,0,3.7955,1.7291,16.4758,0.53,21.690367
2014-08--12 00:00:00,21.561546,18840254,0,3.7955,1.7291,16.4758,0.53,21.509212
2014-08--13 00:00:00,21.774912,18340344,0,3.7955,1.7291,16.4758,0.53,21.311956
2014-08--14 00:00:00,21.690367,29403475,0,3.7955,1.7291,16.4758,0.53,21.30793
2014-08--15 00:00:00,21.509212,23595818,0,3.7955,1.7291,16.4758,0.53,21.191183
2014-08--18 00:00:00,21.311956,32287226,0,3.7955,1.7291,16.4758,0.53,21.380392
2014-08--19 00:00:00,21.30793,21068942,0,3.7955,1.7291,16.4758,0.53,21.638033
2014-08--20 00:00:00,21.191183,19277438,0,3.7955,1.7291,16.4758,0.53,21.497139
2014-08--21 00:00:00,21.380392,17847562,0,3.7955,1.7291,16.4758,0.53,22.499531
2014-08--22 00:00:00,21.638033,119831422,0,3.7955,1.7291,16.4758,0.53,22.342524
2014-08--25 00:00:00,21.497139,27889963,0,3.7955,1.7291,16.4758,0.53,22.338503
2014-08--26 00:00:00,22.499531,15999271,0,3.7955,1.7291,16.4758,0.53,22.644455
2014-08--27 00:00:00,22.342524,21370932,0,3.7955,1.7291,16.4758,0.53,22.51161
2014-08--28 00:00:00,22.338503,18002714,0,3.7955,1.7291,16.4758,0.53,22.31435
2014-08--29 00:00:00,22.644455,22816490,0,3.7955,1.7291,16.4758,0.53,22.342524
2014-09--02 00:00:00,22.51161,20572596,0,3.7955,1.7291,16.4758,0.53,22.092937
2014-09--03 00:00:00,22.31435,26560116,0,3.7955,1.7291,16.4758,0.53,21.960089
2014-09--04 00:00:00,22.342524,19286705,0,3.7955,1.7291,16.4758,0.53,21.915804
2014-09--05 00:00:00,22.092937,31086396,0,3.7955,1.7291,16.4758,0.53,21.698421
2014-09--08 00:00:00,21.960089,38499991,0,3.7955,1.7291,16.4758,0.53,21.831266
2014-09--09 00:00:00,21.915804,21543667,0,3.7955,1.7291,16.4758,0.53,21.227415
2014-09--10 00:00:00,21.698421,48061015,0,3.7955,1.7291,16.4758,0.53,20.57123
2014-09--11 00:00:00,21.831266,73656950,0,3.7955,1.7291,16.4758,0.53,20.402147
2014-09--12 00:00:00,21.227415,40316443,0,3.7955,1.7291,16.4758,0.53,21.010029
2014-09--15 00:00:00,20.57123,100640232,0,3.7955,1.7291,16.4758,0.53,20.514868
2014-09--16 00:00:00,20.402147,30329165,0,3.7955,1.7291,16.4758,0.53,20.776539
2014-09--17 00:00:00,21.010029,32418382,0,3.7955,1.7291,16.4758,0.53,20.913414
2014-09--18 00:00:00,20.514868,27247968,0,3.7955,1.7291,16.4758,0.53,21.215338
2014-09--19 00:00:00,20.776539,29439115,0,3.7955,1.7291,16.4758,0.53,21.094566
2014-09--22 00:00:00,20.913414,48506990,0,3.7955,1.7291,16.4758,0.53,21.122744
2014-09--23 00:00:00,21.215338,22575326,0,3.7955,1.7291,16.4758,0.53,21.23144
2014-09--24 00:00:00,21.094566,26688420,0,3.7955,1.7291,16.4758,0.53,21.30793
2014-09--25 00:00:00,21.122744,20828254,0,3.7955,1.7291,16.4758,0.53,20.993923
2014-09--26 00:00:00,21.23144,17862530,0,3.7955,1.7291,16.4758,0.53,21.30793
2014-09--29 00:00:00,21.30793,17984419,0,3.7955,1.7291,16.4758,0.53,21.199236
2014-09--30 00:00:00,20.993923,16623209,0,3.7955,1.7291,16.4758,0.53,22.797434
2014-10--01 00:00:00,21.30793,183556692,0,2.5694,1.1444,31.3023,0.54,22.326424
2014-10--02 00:00:00,21.199236,57718505,0,2.5694,1.1444,31.3023,0.54,22.084885
2014-10--03 00:00:00,22.797434,29751322,0,2.5694,1.1444,31.3023,0.54,21.915804
2014-10--06 00:00:00,22.326424,22737132,0,2.5694,1.1444,31.3023,0.54,21.557524
2014-10--07 00:00:00,22.084885,22155962,0,2.5694,1.1444,31.3023,0.54,21.324032
2014-10--08 00:00:00,21.915804,22865674,0,2.5694,1.1444,31.3023,0.54,21.943985
2014-10--09 00:00:00,21.557524,36490846,0,2.5694,1.1444,31.3023,0.54,21.279747
2014-10--10 00:00:00,21.324032,21267576,0,2.5694,1.1444,31.3023,0.54,20.877186
2014-10--13 00:00:00,21.943985,21689791,0,2.5694,1.1444,31.3023,0.54,20.313585
2014-10--14 00:00:00,21.279747,22937666,0,2.5694,1.1444,31.3023,0.54,20.365919
2014-10--15 00:00:00,20.877186,29493763,0,2.5694,1.1444,31.3023,0.54,20.225018
2014-10--16 00:00:00,20.313585,39921314,0,2.5694,1.1444,31.3023,0.54,19.27496
2014-10--17 00:00:00,20.365919,90622541,0,2.5694,1.1444,31.3023,0.54,19.303144
2014-10--20 00:00:00,20.225018,33126905,0,2.5694,1.1444,31.3023,0.54,19.806351
2014-10--21 00:00:00,19.27496,29693822,0,2.5694,1.1444,31.3023,0.54,20.474613
2014-10--22 00:00:00,19.303144,33168247,0,2.5694,1.1444,31.3023,0.54,20.180738
2014-10--23 00:00:00,19.806351,32218560,0,2.5694,1.1444,31.3023,0.54,20.446434
2014-10--24 00:00:00,20.474613,25652959,0,2.5694,1.1444,31.3023,0.54,20.579283
2014-10--27 00:00:00,20.180738,15176225,0,2.5694,1.1444,31.3023,0.54,20.60746
2014-10--28 00:00:00,20.446434,16534584,0,2.5694,1.1444,31.3023,0.54,20.611488
2014-10--29 00:00:00,20.579283,19258668,0,2.5694,1.1444,31.3023,0.54,20.663822
2014-10--30 00:00:00,20.60746,17399210,0,2.5694,1.1444,31.3023,0.54,20.752386
2014-10--31 00:00:00,20.611488,16449523,0,2.5694,1.1444,31.3023,0.54,21.134827
2014-11--03 00:00:00,20.663822,19716761,0,2.5694,1.1444,31.3023,0.54,21.215338
2014-11--04 00:00:00,20.752386,16598498,0,2.5694,1.1444,31.3023,0.54,21.444799
2014-11--05 00:00:00,21.134827,18361490,0,2.5694,1.1444,31.3023,0.54,21.573622
